rank,model,trace_id,sentence_index,token_position,tvd_before,tvd_after,tvd_drop,kind,sentence
202,deepseek-r1-distill-qwen-14b,99c91f975428e8d6406c528d573b8a9664e5a93867d247664d899ad451a58082,39,0.9025906735751296,0.7000000000000001,0.15,0.55,other,"The patient's symptoms, including the polydipsia, polyuria, and the MRI findings, align with this diagnosis."
203,deepseek-r1-distill-qwen-14b,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,13,0.49609375,0.65,0.0999999999999999,0.55,other,"I think the water lily sign refers to the appearance of a cavity with a floating membrane, which is seen in some parasitic infections."
204,deepseek-r1-distill-qwen-14b,86a4af981e8371ccba779e5b64b2e1ccaee89e6748845e1c9c3f61b5565343ee,20,0.8773584905660378,0.55,0.0,0.55,repeat,"His age is young, but cor pulmonale can occur in conditions like pulmonary hypertension, which can be secondary to various causes such as chronic lung disease or even genetic factors."
205,deepseek-r1-distill-qwen-14b,a6aaa918353376cabbab7845066428571169b2883ad5ff04630aa09efe22ca82,40,0.7506329113924051,0.7000000000000001,0.15,0.55,other,But the pruritus is significant.
206,deepseek-r1-distill-qwen-14b,488da8c629e5ab9420778a8e739142817b4c3b73b6816e54737e38f6ecef3716,16,0.6300813008130082,0.75,0.1999999999999999,0.55,other,"Mucous membranes are dry, which might indicate dehydration, but given the high temperature, it's more concerning for heat-related issues."
207,gpt-oss-20b,37b14114a333c246d27a57e5eeb2aecf18be078e7a97dd03e4432186dbdf0016,12,0.2053445850914205,0.95,0.4,0.55,first,"Could also be right hip dislocation but typical: patients present with shortened, externally rotated?"
208,glm-4.7-flash,6e1ca271cd2420e503cc7795d93a822d963c99788e6d823631063d682fe00c90,84,0.3250308261405672,0.75,0.2,0.55,repeat,*   Diagnosis: **Garlic toxicity**.
209,glm-4.7-flash,c6aa5864354e82084e773c195022f9a5b996cfa613eb31214b9248000f6dd295,20,0.2184249628528974,0.8,0.25,0.55,other,"*   **TORCH Infections:** Given the uveitis and purpura, congenital infection is high on the list."
210,glm-4.7-flash,79393d9abcf4205932effabf3c12e683b2d326214ae4134be4d1eab004a2d7cd,25,0.3226495726495726,0.75,0.1999999999999999,0.55,repeat,*   This is a highly specific visual description often associated with **Secondary Syphilis**.
211,gemma-4-31b-it,e71c36cb8942288ef2d2138d4cdfeb13a6c0a5db078da959c84458d5da7041fc,11,0.1543659043659043,0.65,0.0999999999999999,0.55,first,"*   The description ""Right postauricular tapping causes tenderness in her right tonsillar area"" is a classic (though relatively rare in common clinical practice) description of a specific diagnostic test for Eagle syndrome."
212,qwq-32b,001725222645f22ffecf37043e46a4cd7629e5451e0fa8a0cdf8e38faa46cf1c,16,0.5480225988700564,0.95,0.4,0.55,other,"The auriculotemporal nerve is part of V3, so if there's damage or irritation from the tympanoplasty, she could have neuralgia."
213,qwq-32b,2a80a06aab1a4df3a76c0cd59189358e9d52394185501db23de37294e2bd9e24,22,0.4860234445446348,0.8,0.25,0.55,none,"The praying every four hours could be a compulsion, but the case doesn't explicitly mention obsessions."
214,qwq-32b,59f2cbe77f62b8ae5a179afdc3a8f6f588ed2fe7f8cda82b74eccf5d2ebe45d4,24,0.3236245954692556,0.8,0.25,0.55,other,"The patient here has delusions of persecution and Capgras (which is considered a somatic type sometimes?), but Capgras might be considered a bizarre delusion."
215,deepseek-r1-distill-llama-8b,d2d50b42c41641b21a4407f253f62037b8e697392225f39d2d7e8d101c8a0731,22,0.5873015873015873,0.7,0.15,0.5499999999999999,first,The presence of these cysts with spores is characteristic of a fungal infection like histoplasmosis or coccidioidomycosis.
216,deepseek-r1-distill-qwen-14b,1b0fdc0a1afb9bc1355bd6094f2fdcfa6cf8efe86c5cb318c24534840496d2c6,18,0.3843782117163412,0.7,0.15,0.5499999999999999,first,One possibility that comes to mind is Persistent Mullerian Duct Syndrome (PMDS).
217,gpt-oss-20b,39b121b93bd51cf97b7a2ab1fd8a781b922fe8250d7b6ba3780fdfb838b8a906,18,0.6878727634194831,0.7999999999999999,0.25,0.5499999999999999,none,So the likely diagnosis: Bed bug dermatitis.
218,gemma-4-31b-it,2e9dbff9a41c86d488bf03f98cfc0e6a561787efff54f2c05f5e3083c34777ca,10,0.0429710285825393,0.95,0.4,0.5499999999999999,none,"*   High IgG (687 mg/dl; normal 614-1295 - wait, it's 687, normal is 614-1295, so it's normal)."
219,qwq-32b,28caf5136b13426bbf73b864feafff65df84172206b939d3c53a158adf75b854,7,0.2579034941763727,0.6000000000000001,0.0552631578947368,0.5447368421052633,repeat,The fact that the lesions are generalized and the VDRL is positive makes me think of secondary syphilis.
220,gpt-oss-20b,3d8a54ea771a77ebceb1d8f208ca7796bfcbd6f8e28cd58700a53be922d529b8,150,0.9190265486725664,0.8947368421052632,0.35,0.5447368421052632,other,"But the question maybe ask for the psychiatric condition: maybe ""Bipolar I disorder"" or ""Psychotic depression""."
221,deepseek-r1-distill-qwen-1.5b,4bc7d104b031d6e0fa3e6037285d54572acfe64fbeaa5a9799f0fd71cd3ac16b,12,0.6155660377358491,0.8421052631578947,0.3,0.5421052631578946,other,"So, the more likely diagnosis here might be related to menstrual cycle-related issues rather than a medication."
222,deepseek-r1-distill-llama-8b,f622b342f59da144662393e98e494088b4a58eda96597d78499b52354796cfaf,14,0.7596741344195519,0.75,0.2105263157894736,0.5394736842105263,repeat,"The recurrent nature of her symptoms, especially the skin lesions and headaches, along with the MRI findings, points towards a diagnosis of central nervous system vasculitis, likely related to her underlying autoimmune disorder."
223,deepseek-r1-distill-qwen-14b,90df6626c55ef10adc0c81ee75d5c6dea024ab19bb1088b67167898e2d0c8a1e,41,0.8525535420098846,0.7894736842105263,0.25,0.5394736842105263,first,"The combination of endocarditis and antiphospholipid syndrome is known as Libman-Sachs endocarditis, which is typically associated with lupus."
224,deepseek-r1-distill-qwen-1.5b,8f64fca2cf5c4ac5610e5efa873ff50be1ad5e8453ef0052a5973e275969ca83,4,0.1921921921921922,0.6500000000000001,0.1111111111111111,0.538888888888889,other,"That's interesting because typically, if the cranial nerves are compromised, the patient might have a condition like multiple sclerosis or another neurological disorder."
225,deepseek-r1-distill-qwen-14b,335669dc7b39cadfd288a5725a1660b66f0247aab8efe053c4606e9bd9950abc,6,0.2843822843822843,0.736842105263158,0.1999999999999999,0.536842105263158,other,Paranoia and feeling watched or conspired against are key signs.
226,deepseek-r1-distill-llama-8b,32e181cf35f8e99af5545e4aa761c8be3d052ec6054ecda3da417320f886853e,9,0.3435700575815739,0.8500000000000001,0.3157894736842105,0.5342105263157896,none,"But given the other symptoms and the fact that she went camping, maybe something related to travel?"
227,gpt-oss-20b,dc135879e2c3df146c3fc33ac7ad29c97843f80d6e9c15fe7071482c40d5a7aa,24,0.5189873417721519,0.85,0.3157894736842105,0.5342105263157895,other,"This is characterized by resistance to PTH, low calcium, high phosphate, normal PTH."
228,deepseek-r1-distill-qwen-1.5b,6b82eca76a3eabc699a4ebbba263d97ca4b9064f0ffef3eb56e12e83514dc7e8,14,0.5843920145190563,0.9500000000000002,0.4210526315789472,0.5289473684210529,other,"There's the classic testicular insufficiency, which can lead to low sperm count."
229,deepseek-r1-distill-qwen-1.5b,416c5f89c3016f5f61fa108da25b8cbc24a87e563fad21557c67f70eef00486d,7,0.4692307692307692,0.9500000000000002,0.4210526315789472,0.5289473684210529,repeat,I'm thinking about anemia types.
230,qwq-32b,f531e94d767d2fd1a288c888b470c19ea86646d0bdb7c2847e8de8d3ec4098ce,24,0.5251989389920424,1.0,0.4736842105263158,0.5263157894736842,first,"Also, the disorganized speech and thought content are more indicative of schizophrenia or schizoaffective disorder."
231,deepseek-r1-distill-qwen-1.5b,a60a9f3525a806b149de08c55a6b338e99b259b53ede3dcc351d9fc4e741ce5b,8,0.4885496183206106,0.9999999999999998,0.4736842105263158,0.526315789473684,other,"Elevated alkaline phosphatase is a marker of anemia, particularly in people with anemia of the bone or muscle, which can be due to various causes like iron deficiency, thalassemia, or others."
232,deepseek-r1-distill-qwen-1.5b,1fbe39f4df7ed8f9c951ce99aa1ff7a87ec701a418c0d201a93c93a2c363e82f,4,0.3069306930693069,0.6842105263157894,0.1666666666666666,0.5175438596491228,first,"Looking at the symptoms, headaches and ataxia are common complaints in cerebellar disorders, particularly in patients with multiple sclerosis (MS)."
233,qwq-32b,c69b7779f5b5fa7e6f3bf089c9f708caf9b31ab99a4a4d3ed5a19bbd5d3c27bc,219,0.9849802371541502,0.65,0.1388888888888888,0.5111111111111112,none,"Alternatively, given that the child is male, and the disease is X-linked, CGD is X-linked, so that fits."
234,deepseek-r1-distill-qwen-1.5b,21f02bee8a91053ed09b1bf31948601e3003e959d829113ee7b7c56c963602b5,4,0.5396825396825397,0.7500000000000003,0.2499999999999999,0.5000000000000003,none,That sounds like a tumor because of the internal debris and necrosis.
235,deepseek-r1-distill-qwen-1.5b,2996679bdd2724e69512be7cb86dc0c749c70c7196afec636907817d2d0c35f7,11,0.7770700636942676,0.9444444444444444,0.4444444444444444,0.5000000000000001,first,"So, considering all this, the most likely diagnosis is a muscle-related inflammation, possibly a muscleomyopathy."
236,deepseek-r1-distill-llama-8b,5a98da09422dbcf15a94aaa04d4ca8f8c40511a69b8cd44fca9bb0dcc07590ef,19,0.5421195652173914,0.8500000000000001,0.35,0.5000000000000001,other,"Since the CT scan showed a 'water lily' sign, which suggests an exudative pleural effusion, I'm leaning towards a parasitic infection."
237,deepseek-r1-distill-llama-8b,50649c6142c8fa814bae1eeb384a22d1956ec62fef763a62b5dddf28684cebe2,16,0.4409356725146199,0.8000000000000002,0.3,0.5000000000000001,other,"The cultures were negative, and complement levels were normal, so maybe an autoimmune disease like lupus or rheumatoid arthritis is possible."
238,deepseek-r1-distill-llama-8b,c85c65e43332569128bcce99f546977140851ae56dd3c4c1286203296bfa945a,22,0.74125,0.6000000000000001,0.0999999999999999,0.5000000000000001,first,"The thickened mitral valve and regurgitation make me think of infective endocarditis, especially since she had heavy vaginal bleeding and a history of fibroids, which can sometimes be associated with bacterial endocarditis."
239,deepseek-r1-distill-llama-8b,515d24b464a98f98f2e4179aa1493729d61733e2237c41652dd55aca452300ab,13,0.8756756756756757,0.7000000000000001,0.1999999999999999,0.5000000000000001,none,The presence of E antigen usually indicates chronic infection because it's not typically seen in acute cases.
240,deepseek-r1-distill-llama-8b,1608e68f5b14728d95efd22f5897afd6d6d3dea639662325514b274386a0325f,14,0.634453781512605,0.5000000000000001,0.0,0.5000000000000001,first,"This makes me think of a carotid body tumor, which is a specific type of paraganglioma."
241,deepseek-r1-distill-qwen-14b,f867e87d774230ab3cfaca2259502762b116b08fae91c1c34e382eed72f96f5e,4,0.2106430155210643,0.6000000000000001,0.0999999999999999,0.5000000000000001,first,"The most common possibilities after childbirth include retained placenta, placental fragments, or, more seriously, a uterine rupture or inversion."
242,deepseek-r1-distill-qwen-14b,d31086b1796ddba453bf672cdb5e1b16d8a4ddea0f1da6d557d780c7bce4b454,10,0.3425925925925926,0.7500000000000001,0.25,0.5000000000000001,none,"Since she's had a cholecystectomy, a bile duct obstruction from gallstones is less likely, but not completely ruled out."
243,deepseek-r1-distill-qwen-1.5b,9984bbbbdfb5cfffa8c8c4deab96a974512bad7429e299d0ab0ebf41db09a4bb,12,0.5182648401826484,0.65,0.15,0.5,repeat,"So, putting it all together, the patient has a benign lung cyst, which is a type of lung lesion."
244,deepseek-r1-distill-qwen-1.5b,467e18b12ba6a6a7d4956167664107b3861998402a50a90bb9629f4d55b1df42,9,0.6666666666666666,0.5,0.0,0.5,repeat,This is a key feature of testicular pseudoblastomas.
245,deepseek-r1-distill-llama-8b,4a15e830255f4d54bd75252426a10c92d23029fbf33a3c61c6800580a289894d,5,0.2792022792022792,0.7,0.1999999999999999,0.5,other,"The history mentions a fleshy mass protruding from the vagina, which suggests something is coming out, possibly a placental remnant."
246,deepseek-r1-distill-llama-8b,840b16aeaf26155d45c5a4c57be53b756e5a6c7f7f59a23c60d32da1150ca61a,22,0.7879377431906615,0.5,0.0,0.5,first,"The most common type in such cases would be a generalized tonic-clonic seizure, which explains the thrashing and tonic movements."
247,deepseek-r1-distill-llama-8b,3e3e3566a388a5fa4fc69b499d0a5f01859916169650dcb579772e918e53d239,19,0.6475548060708263,0.55,0.05,0.5,other,"The dilated pupils, hyperreflexia, and agitation are concerning for a delirium, which is a common presentation in alcohol withdrawal."
248,deepseek-r1-distill-llama-8b,80ceea1f485a1faab44e317d91dd81aae3f490f471b88991eadcf56472cbf6f7,2,0.0909090909090909,0.95,0.4499999999999999,0.5,none,"First, the patient is a man who's been seeing a psychiatrist for about 10 years."
249,deepseek-r1-distill-llama-8b,900fd60f7c2273d0b48bd4fa1a326c272d039613176ebd0a95788e7922abc405,4,0.1468085106382978,0.5,0.0,0.5,none,"I know that many things can lead to ulcers, but the fact that she's irritable makes me wonder if it's something she's experiencing that's causing her distress."
250,deepseek-r1-distill-llama-8b,bcbaa31d15fa005086585578c54db128250f06f458aa997cc993baebfb0d8354,15,0.5618892508143323,0.6,0.1,0.5,other,"Air-fluid levels usually indicate a collection of gas and fluid in the abdomen, like a subphrenic abscess."
251,deepseek-r1-distill-llama-8b,863f3097f141209f2e1f9e8a82acfafd8b951a39bd9b5b7751c4ffc7857db6e2,17,0.6169265033407573,0.55,0.05,0.5,first,"Oh, right! It could be a keratoacanthoma."
252,deepseek-r1-distill-llama-8b,2de9a972b231dde0bb27a3871ccbd3dcca47002ff66dd8c458955c4c89d7b5b4,20,0.5908396946564886,0.9,0.4,0.5,other,"Antipsychotics can sometimes cause side effects like akathisia, which is a state of feeling restless and unable to sit still."
253,huatuogpt-o1-8b,240e24a9768e60c93fa58d5810286bee596b65ce9c757765746bf08d7f0e1fce,30,0.8107142857142857,0.5,0.0,0.5,other,"If he's got a fracture, maybe it's related to a metabolic issue affecting his bones."
254,huatuogpt-o1-8b,36bb3e2853f268c104a805cca17f3f8a5ca97e6cd20a45f55e70c6d634ce20bd,17,0.6420323325635104,0.95,0.45,0.5,none,"But wait, there's something off."
255,huatuogpt-o1-8b,a08f2060ecbc2fb36b7296076370682cdd3a019dc2582e3c021b0555d606491a,25,0.7137989778534923,0.5,0.0,0.5,first,"Given her age and the fact that she has a history of some blood disorders, I'm leaning towards a type of paroxysmal nocturnal hemoglobinuria (PNH)."
256,deepseek-r1-distill-qwen-14b,a11823e4bd8d4c7f7bf8fcfc94cf2ac23aaa15d745ac847a0a5c496777b9b9a4,7,0.2337662337662337,1.0,0.5,0.5,first,I think that's a key point because a fixed split is more indicative of a right bundle branch block or maybe an atrial septal defect (ASD).
257,deepseek-r1-distill-qwen-14b,50f492b0b4a771d0e4a8c9c3ed74e97c6df9487ac66d74e2c2459e8583d96093,8,0.3011204481792717,0.95,0.45,0.5,other,"His lab results showed elevated urea nitrogen and creatinine, which are indicators of kidney failure."
258,deepseek-r1-distill-qwen-14b,8436b05a3687fe728e709f28df29263c798e98af29b36d79515a8fc83fa6f7c7,35,0.497668221185876,0.8,0.3,0.5,repeat,"Given the Pneumocystis infection and low IgA, the most probable diagnosis is Selective IgA Deficiency."
259,deepseek-r1-distill-qwen-14b,7f8093b9d431e0f987bde8199660b80ae806a1ad11e15d4c4c6dfffa363ec8a8,21,0.5826771653543307,0.55,0.05,0.5,first,"Possible conditions to consider: Henoch-Schönlein purpura (HSP), which is a type of IgA vasculitis, often following an infection, presenting with purpuric rash, arthritis, and possible renal involvement."
260,deepseek-r1-distill-qwen-14b,01b8f52bd72e5e46d8e53090ac646fbab7137e009faa6b7ee29c43e162d42ac6,43,0.8822815533980582,0.55,0.05,0.5,repeat,"Putting it all together, the most likely diagnosis is hand, foot, and mouth disease."
261,deepseek-r1-distill-qwen-14b,4a50d6c17b3dfbcd1654489d0afd89fef7b3e984ae9409becfc9a94f9c13b0c3,32,0.9342969776609724,0.6,0.0999999999999999,0.5,repeat,"I think the most straightforward diagnosis here is a simple goiter, which is a non-inflammatory enlargement of the thyroid gland."
262,deepseek-r1-distill-qwen-14b,2989748e8ecae6b889fb7d5b937c842fc5e391094560edd4d347c2ea6dd1f8e4,42,0.6712041884816754,0.8,0.3,0.5,first,"Alternatively, maybe it's a goitre due to Graves' disease, which is an autoimmune condition leading to hyperthyroidism."
263,deepseek-r1-distill-qwen-14b,49e7ae252138bfa34fe31b84e2047e579e7c69d46eb1363455b78649b651e91c,17,0.4625766871165644,0.85,0.35,0.5,other,"Bilateral decreased hearing is noted, which points towards a possible hearing loss."
264,deepseek-r1-distill-qwen-14b,75a873bb84385013454f76cb321d520461e1235870c8992d1c6c140fdadaad0f,22,0.6570605187319885,0.7,0.1999999999999999,0.5,other,"For example, Kawasaki disease can cause lymphadenopathy and eye issues, but it's more common in certain populations and usually has a different set of symptoms like fever and rash."
265,gpt-oss-20b,a249d278a6dc61338cd981b78c66658e7912e552c7b7148b0db3682ad7e2102f,51,0.7755834829443446,0.85,0.35,0.5,other,"The lead-in: ""withdrawn from day care due to excessive irritability"" Because of the pain."
266,gpt-oss-20b,730548b31e151edcfde9639fbaadcb52972a7224705b84c5a66e31bf6a06f207,2,0.1840277777777778,0.8,0.3,0.5,first,Classic description of pilocytic astrocytoma (WHO Grade I) in cerebellum (cyst with mural nodule).
267,gpt-oss-20b,61656f522b3abe3a96e96d67d5ab685e0103c48a7e78a94c2088d1444d311be5,11,0.1505728314238952,0.85,0.35,0.5,none,But his skin shows mucin deposition; but typical scleroderma would have excessive collagen deposition; but mucin?
268,glm-4.7-flash,4360b056c4fc7a2f5dc1504f96ee904938d476570e0b3344dabf1405a5f35b88,82,0.2924195223260644,1.0,0.5,0.5,repeat,"The description of a ""flat affect"" plus memory loss plus ""doesn't have much energy"" in an older adult is very specific to **Vascular Depression** or **Frontotemporal Dementia (Behavioral Variant)**."
269,glm-4.7-flash,16c1ebefd8ac68a88bffa93ee5739adf0e32824e84568839357476aa6e2104b4,7,0.1625730994152046,0.55,0.05,0.5,first,*   *Chickenpox (Varicella):*
270,glm-4.7-flash,f138919245cb386cca5639b25c83b301f119c4b78c9fe34d9f362117dc17ae24,13,0.1557422969187675,1.0,0.5,0.5,repeat,3.  **Connect History to Specific Diagnosis (Breast Fibroadenoma):**
271,glm-4.7-flash,bea7ac8ec0967283e16d4b1428fcba5a94b05113c2d1330b8f569804e9e94e81,30,0.1686274509803921,0.8,0.3,0.5,first,This is a specific finding in *Systemic Sclerosis* (SSc).
272,glm-4.7-flash,5b83a2acd94d5d12776c3f8a3d780f92e34139e6b8caa72b44ba3df0d86d5fad,16,0.3986486486486486,0.65,0.15,0.5,first,"However, the specific ""cyst with mural nodule"" pattern is very classically associated with pilocytic astrocytoma."
273,glm-4.7-flash,742f702ab1cb91bd8994f42b168f260fb4f25826c0ea812f03f6fbc802dae64e,8,0.0702073481265914,1.0,0.5,0.5,none,"*   **Bronchoalveolar lavage (BAL) Methenamine silver stain**: This is a classic stain for certain fungi, specifically *Pneumocystis* (early stages) and *Coccidioides* (spherules with endospores)."
274,glm-4.7-flash,f5eff48fe899f017c78b01916eaa8b76e033935f7633a0ef69394571c389642c,167,0.3556338028169014,1.0,0.5,0.5,repeat,"*   Therefore, the most likely diagnosis is **Sarcoidosis** (specifically granulomatous disease), but sometimes called **Crohn's-related pulmonary granulomatosis** or simply **Crohn's Lung** or **Pulmonary Sarcoidosis**."
275,gemma-4-31b-it,738becf16a16295a73455c7f39199093bf9b13e4683c5d65c05644a907714e22,33,0.1351164399354392,0.75,0.25,0.5,none,This often presents with recurrent infections and susceptibility to opportunistic infections like *Pneumocystis jirovecii*.
276,gemma-4-31b-it,fd2a8a0285b29cd378c6d285586322d6b8c44070257de8c82f8d545bf5f34dba,21,0.2588363240891789,0.8,0.3,0.5,first,"*   Recurrent chest pain radiating to jaw/shoulders, dyspnea, light-headedness, focal hypokinesis on echo, and transient ST depressions strongly suggest spontaneous coronary artery dissection (SCAD)."
277,qwq-32b,edf9569a0b62247ab7447ea1941344cc7993a6f822ce82780cffe53eb46ab563,34,0.4659832246039143,0.55,0.05,0.5,first,Syringomyelia often causes a dissociated sensory loss (loss of pain/temp but preserved touch/proprioception) and it can expand over time.
278,qwq-32b,0fd3f3888c2b5247b86d67303acc7c9b7a1db5842965acf55567e851d2cd7a50,47,0.5153422501966956,0.9,0.4,0.5,none,"Some medications or factors can cause it, but vaccines sometimes are linked."
279,qwq-32b,ee8e6cdaad7b591a42c7e0e8d025e2e9a1fb27de2b48e96c858f8ffd4e90dca8,81,0.8300946686596911,0.9,0.4,0.5,repeat,So the answer is Graves' disease.
280,qwq-32b,d0c2505595af6cb724734a4edb25cf5aab5ebe4815e33d796980406c0afca936,6,0.0745033112582781,1.0,0.5,0.5,first,"The black necrotic center is a classic sign of a tick-borne illness, specifically Rocky Mountain Spotted Fever (RMSF)."
281,deepseek-r1-distill-qwen-1.5b,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,8,0.54375,1.0,0.5,0.4999999999999999,other,"Given her age and the progression of symptoms, it might be related to respiratory failure."
282,deepseek-r1-distill-llama-8b,ef5ebd82fe7e6662c27a6553ab9939e8411f0d2bd04019bc2b4493e864f70c4a,9,0.2479338842975206,0.95,0.45,0.4999999999999999,first,"I remember that in intersex cases, especially those with female genitalia, the perineum might have more than one opening, which can be a sign of an underlying condition like a congenital adrenal hyperplasia (CAH) or maybe something related to the Mullerian structures."
283,gpt-oss-20b,fb30dd291524c3d5d413bc7b80bf5ecc14bc096d040738843641091bdc159ac5,124,0.4559046587215601,1.0,0.5,0.4999999999999999,none,"But the case may be hinting at ""C. difficile infection"" as cause of abdominal pain and diarrhea."
284,gemma-4-31b-it,95c9c81ecd49ea0e8e0adfe60558a797c0f92a163550257d91e8b07c1919bc91,199,0.77249386023666,0.7,0.2,0.4999999999999999,none,Let me just check if there are other types.
285,deepseek-r1-distill-llama-8b,1608e68f5b14728d95efd22f5897afd6d6d3dea639662325514b274386a0325f,13,0.5735294117647058,1.0,0.5000000000000001,0.4999999999999998,other,"Since it's highly vascular, it could be a tumor that's getting its blood supply from nearby blood vessels, like a carotid artery."
286,qwq-32b,75911906cb6b4db9b0c022e7cac5f702cd3ee193391eb6294de6d1985b9d0f4b,8,0.3422982885085575,0.55,0.0526315789473684,0.4973684210526315,first,"I remember that the reversed halo sign is often associated with fungal infections like histoplasmosis, especially in immunocompetent patients."
287,deepseek-r1-distill-qwen-14b,79060cfbdae0da21a9d39a98091f83483804fb27ca059a691dac53ec88d218f6,18,0.5911413969335605,0.6,0.1052631578947368,0.4947368421052631,other,"Putting it all together: loin pain, fever, and imaging findings of a heterogeneous mass with necrosis and debris."
288,glm-4.7-flash,d51f1865121af630b9ff435319623a95be1a6a829e108c0e26ffb222f8bc440b,116,0.3682864450127877,0.8421052631578947,0.35,0.4921052631578946,repeat,*   Most likely diagnosis: **Libman-Sacks Endocarditis** (as a result of **Systemic Lupus Erythematosus**).
289,gpt-oss-20b,df62b497c8a75900705e15ccdbfc560bcdebeeadc89475a41d9c905e21985c8f,4,0.0645431684828164,0.7000000000000001,0.2105263157894736,0.4894736842105264,other,That suggests orchitis due to Chlamydia trachomatis infection?
290,glm-4.7-flash,e0c99f8bf081706762e48d239bc5c4630fc0916671f8b4bbb16a5caeaadc56ff,27,0.3441558441558441,0.65,0.1605263157894736,0.4894736842105263,first,"This is a classic signature of **systemic sclerosis (scleroderma)** mediated toxic effects, often."
291,deepseek-r1-distill-llama-8b,22e7f77eed30959148e475aa66989782ea4ff031cb69ca1d216db6c62155a90a,25,0.7292464878671775,0.8000000000000002,0.3125,0.4875000000000001,first,"The key points here: he ate possibly contaminated food, developed a sudden illness with high fever, rash, multiorgan failure, and signs of sepsis."
292,glm-4.7-flash,6cb3e5bb803018a15c2028631050305565c74b4ff4eceb9ec18ee36d1137e529,18,0.2601384767556874,0.7500000000000001,0.2631578947368421,0.4868421052631579,repeat,*   **Chemical Meningitis (Post-Vaccination):**
293,deepseek-r1-distill-llama-8b,bb4c3d60a0b9f0b3aef61dbcfd0461e2112f9d4063890fbeb0bd5645520c6427,26,0.9181102362204724,0.631578947368421,0.1447368421052631,0.4868421052631578,repeat,"So, the primary issue here is likely a low sperm count, which is indicative of a condition affecting sperm production or function."
294,deepseek-r1-distill-qwen-14b,588186a53483ba27e422f49e4b0a736d73ef0d6f681a858797804f4065a08b6e,17,0.7148217636022514,0.6842105263157894,0.1999999999999999,0.4842105263157894,repeat,"In thalassemia minor, which is the most common form, you get a mild anemia."
295,gpt-oss-20b,28acd02fb032ad09303be7c62a78e3c933c5a74310f7cecc858266547893eb92,62,0.8329207920792079,0.65,0.1666666666666666,0.4833333333333334,repeat,"Most likely: ulcerative colitis. 31-year-old female with chronic diarrhea with mucus, urgency, incomplete evacuation, mild leucocytosis."
296,deepseek-r1-distill-qwen-1.5b,ef0bcc3fb77ab0a202c0119c48e8b764e44a0d7808c343844b4c54bb1f32e368,8,0.5257731958762887,0.9,0.4210526315789473,0.4789473684210527,first,"The patient's spontaneous movements and warm, sweaty skin are also consistent with schizophrenia, as these are often associated with delirium among patients with other mental health disorders like schizophrenia."
297,deepseek-r1-distill-qwen-14b,0235271b9e084f9fc0d0470d71685dd71aca30dc10493b985a8c4d0c5c235020,46,0.6014376996805112,0.7222222222222223,0.25,0.4722222222222222,other,"Hold on, maybe it's a case of ""functional weakness,"" where the patient has genuine weakness due to psychological factors rather than a physical lesion."
298,gpt-oss-20b,7e21c344f9a91c1ffab2d279990f624c4b5a8b72123a56fca9792030f9d8114b,6,0.1279863481228668,0.9,0.4289473684210526,0.4710526315789474,other,Bleeding from mouth continuous.
299,deepseek-r1-distill-llama-8b,830a0e60fefe99d85ea44da9853accef33ce9731864797193e2ad9e526f20c67,8,0.3718309859154929,0.9444444444444444,0.4736842105263158,0.4707602339181286,other,"I've heard that in some viral infections, especially in children, the heart can be affected."
300,deepseek-r1-distill-qwen-1.5b,da8d610e80e5358f47dd14bbedf270993bfd78448d9e23c57447bf73d7d649c2,10,0.6305084745762712,0.6666666666666667,0.1999999999999999,0.4666666666666668,first,"Considering all these points, the most likely diagnosis is tendular dysfunction."
